comment_content,show_name,post_comment [Total Events]
مره عجبني موضوع هااد,بودكاست طمئن,1
"مره يهمني إني اتعرف على رجال واعيين يتكلمون عن مشاعرهم ومخاوفهم وايش العادي اللي سلبه منهم المجتمع 
 ويجلسون يتكلمون عن مواضيع ممكن رجال آخر",شطحة,1
"مروّعة فكرة أن تتخذ الآلة قرار القتل بناءً على خوارزميات ذكاء اصطناعي معينة!

ومؤلمة جداً فكرة أن يكون الشعب الفلسطيني موضعاً لتجربة الاحتل",بعد أمس,1
مريرة,فنجان مع عبدالرحمن أبومالح,1
"مرّت سنة على البرنامج <@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_> الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة إلى أن جاء رمضان الماضي وقلنا حانتمن أمتع برامج ثمانية",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسن إلى أن جاء رمضان الماضي وقلنا حانت و<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع.
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و فارس لها. <@_!#_lGjnpqwRw",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. 
<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>",undefined,2
"مرّت سنة على البرنامج الذي يحبه الجميع. فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و <@_!#_lGjnpqwRwqcLlDOVgL00yQSd3",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h ، إلى أن جاء رمضان الماض",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت و<@_!#_lGjnpqwRwqcLlDOVgL00yQ",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، .<@_!#_lGjnpqwRwqcLlDOVgL00y",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و <@_!#_lGjnpqwRwqcLlDOVgL0",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و فارس لها.
من أ",بلوميستس,2
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و لها.
من أمتع ب",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و<@_!#_lGjnpqwRwqcLlDOVgL00",undefined,2
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و<@_!#_lGjnpqwRwqcLlDOVgL00",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت،<@_!#_lGjnpqwRwqcLlDOVgL00yQS",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h الماضي",بلوميستس,2
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست كانت حبيسة<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h  مطبخ المحتوى لسنة، إلى أن جاء رمضان الماض",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️
فكرة البودكاست<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي <@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و  <@_!#_lGjnpqwRwqcLlDOVgL",بلوميستس,1
"مرّت سنة على البرنامج الذي يحبه الجميع. ❤️فكرة البودكاست كانت حبيسة<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي",بلوميستس,1
مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت،  <@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h ، أصبح حقي,بلوميستس,1
مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت، أصبح حقيقة <@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>,بلوميستس,1
مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت، أصبح حقيقة @sherazh؟,بلوميستس,1
مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت، أصبح حقيقة<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>h,بلوميستس,3
مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت، أصبح حقيقة<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>z,بلوميستس,1
مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت،<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_> ، أصبح حقيق,بلوميستس,1
مزعج يحتاج تعديل,فنجان مع عبدالرحمن أبومالح,1
"مسألة كيف دخل لمجال الاقتصاد مسألة جميلة جدًا.  نظامنا الجامعي لازم يصير مرن جدًا حتى يُخرج لنا مثل هؤلاء المبدعين

شكرًا عمر و فهّدة حلقة ما",سقراط مع عمر الجريسي,1
"مساء الخير 🙋🙋
هل سبق وسمعت حلقات بودكاست آدم؟ 
أجدد حلقاته تجاوب على سؤال بشري مهمّ:
ليش يصرّ النّاس على لفت انتباه الآخرين؟
حلقة مهمّة تسا",آدم مع محمد الحاجي,1
"مساء الخير، الكتاب ""رواية شمعون المصري"" لايعمل ولايصدر صوت،احاول من ايام ولكن لايعمل(اشتغل مرة واحدة وكان اذا وصل لبدايه الجزء الاول يُعاد ت",أسامة عبدالرؤوف الشاذلي,1
"مساء الخير، بداية أسبوع موفّقة يارب.
أيمن، منتج فنجان، يقول أن هذه الحلقة: «مليونيّة».
* مصطلح نستخدمه داخل الفريق للتعبير عن الحلقات التي نت",فنجان مع عبدالرحمن أبومالح,1
مساعد 👍🏻,سقراط مع عمر الجريسي,1
مستغرب من كل شخص يقول وش اسوي إذا الذكاء الاصطناعي أخذ وظيفتي . الوظيفة مصدر دخل فقط.  اذا جاك مصدر دخل فهذا يعوض الوظيفه. عيش حياتك اكتشف نفسك,الفجر,1
مستمتع أني استطعت أسمع لحوار فيه هذا النوع من الشفافية ومستوى سقف عالي .. شكرًا للضيف وللمحاور.,سقراط مع عمر الجريسي,1
"مستمتعه وانا اسمع هذه الحلقه 👍
لا مست فيني شي 
اسمي غنيه وكنت متضايقه جدا من اسمي 
لدرجه اني اغيره احيانا
عانيت جدا من الاسم
لما كنت بالحامعه",رابط تشعبي,1
"مستمعة قديمة من ايام الموسم الأول
ومن أول حلقة من الموسم الثاني أنبهرت بكل التفاصيل استمروا 🙏",احتيال,1
"مستوى البجاحة عند الطرف الآخر مرعب و مستفز 🙂

الشيء اللي استوقفني اكثر هو ( انه مثل هالحالات هل فعلاً ناس راضيه بهالطريقة من الزواج ؟ يعني ما",احتيال,1
مستوى الضيوف الثقافي والمعرفي والادراكي اقل من المأمول!,ذا قال,1
مسلسل مب بودكاست والله، عشق!,احتيال,1
مسوسريرسررستستنستستساسلسلسللسلسلسلسللسلسلسلسللسلسلسلسلسااساساساسااسدسدسسا,بودكاست الحصريات بعد التعديل,1
مسيرة رائعة  لسيدة عملت على توثيق جزء من تراث الوطن.,امشِ مع,1
مسيرة مذهلة، أنصح الجميع بسماع هذه الحلقة.,بودكاست مربّع | مع حاتم النجار,1
مسيو محمد مرتبط ؟ ومتى يفتحون بمدينتي مستعدة اشتري لين ازري 🥲😂💚,سوالف بزنس مع مشهور الدبيان,1
مش شرط تخلي يعني ساعات بيكون في ظروف خارجة عن ارادة الإنسان انه يكون دائم التواصل وساعات بتكون طبيعة شخصية. وساعات بتكون مشكلة التسويف يعني,هدوء,1
مش شغالة الحلقة,تفسير القرآن الكريم,1
مش عارفة لو كنت لسه مش عارفة برامج ثمانية كنت هعمل ايه 🤷‍♀️  كلام في وقته مع اني سمعته من كذا حد حواليا عشان يقنعني بس انك تسمعه من خلال قصة,امشِ مع,1
"مش قوية قوي زي الحلقة الأولي من السلسلة لكن بصراحة المعاملات بتكون غير آدمية خاصة لو الخادمة من دول إفريقيا بيكون في استعباد رهيب. 

ربنا يعا",أصوات,1
"مش هقدر أعقب على عنوان الحلقة الرئيسي لأني مش مواطنة سعودية و لا حتى مقيمة. 

آخر خبر بصراحة عجبني... وفكرني فكر الجماعة بعدم تكوين دولة لإسرائ",الفجر,1
مشاء الله تبارك الرحمن حلقه مثريه ومفيده جهود تشكر من إذاعه ثمانيه,فنجان مع عبدالرحمن أبومالح,1
مشاء الله تبارك الله تستاهلون المال الله يحقق لكم كل ماتريدون,سقراط مع عمر الجريسي,1
"مشاء الله عليك يا الريم قويه الله يحفظك وتتحقق كل ماتتمنينه انا ام ل اربع ايتام واعرف العقبات الي تمر عليهم
شفت الحلقه في التكتك حملت التطبي",فنجان مع عبدالرحمن أبومالح,1
مشاءالله تبارك الرحمن الله يسعدك الريم كل كلام ذوق عسل الحقله مره حلوه عجبني موضوع حيل.احب اسمع قصص كذا.,فنجان مع عبدالرحمن أبومالح,1
مشاءالله تبارك الله ، أخذني في رحلة ماودي أنتهت رحلة مليئة بالشعر ، والثقافة، والمرجلة، والتواضع، والشجاعة ، سبحان من وهبه فصاحة اللسان ،وا,ذا قال,1
مشاري وقوة الذاكرة 👏🏼,احتيال,1
مشاعر كثيره في هذه حلقة احببتها جدا و حسيت انه حمد الله على كل شيئ قدمه الله لنا دائما حمد الله,فنجان مع عبدالرحمن أبومالح,1
"مشتاقين .. ما ندري وش نقول على ابو صاهود
بس ننتظر وجهته القادمة و إنتم ننتظركم كل اسبوع",أسمار,1
مشترك عشان الحلقة لاصوت ولا صورة بالله دافع ليه ؟,سقراط مع عمر الجريسي,1
مشترك علشان الفديو!! والان مضطر أنتظر الحلقة تنزل على اليوتيوب ! ما استفدت شي,فنجان مع عبدالرحمن أبومالح,1
مشترك من ثلاث أيام ولا يشتغل عندي وارسل لهم ولا يردون,فنجان مع عبدالرحمن أبومالح,1
مشترك ولا استطيع سماع الخلقة..تجربة مخيبة,فنجان مع عبدالرحمن أبومالح,1
مشتركين عشان نشوف الفديو قبل اما نستمع بس ماستفدنا,سقراط مع عمر الجريسي,1
"مشتركين كثير وما تشتغل عندهم الحلقة 

وتواصلت معكم على الايميل ومافيه رد 

قسم بالله مهزلة",فنجان مع عبدالرحمن أبومالح,1
"مشتركين كثير وما تشتغل عندهم الحلقة 

وتواصلت معكم على الايميل ومافيه رد 

قسم بالله مهزلة

والناس تكتب تعليقات ولا فيه اي تجاوب",فنجان مع عبدالرحمن أبومالح,1
مشروع عظيم وقد وقفت على مشروع الشيخ عبدالعاطي، شيء مذهل اسال الله ان يتاح للجميع ويستفيد منه الجميع.,جَوَلان,1
مشكلة الصوت يااخوان؟؟!,مرتدة,1
مشكلة انه مافيه مقاطع فيديو لهم,ذا قال,1
مشكلة عدم ظهور تقسيم المواضيع,فنجان مع عبدالرحمن أبومالح,1
مشكلة لما المحاور مايكون محظر للحلقة و يسأل اسألة بديهية و غير مجدية … انت جبت واحد عندة علم و خبرة حظر لأسئلة اكثر فائدة,بترولي,1
مشهور أبدع حلقات جميلة جداً هالموسم ، وهذي الأفضل بلا منازع الضيف تبارك الله شارك تجربته وخبرته بكل امتنان واحترام لكل مستمعين وشفافية تفاص,سوالف بزنس مع مشهور الدبيان,1
مشهور مبدع الحقيقة الموسم هذا أحس البودكاست الوحيد الناضج عربيًا ، حياد جميل دلاله على أن البرامج من مايك و ثمانية تمتلك هدف حقيقي في إثراء,سوالف بزنس مع مشهور الدبيان,1
مشهور وتّر الضيف فالبداية وقاطعه كثير ، لكن حلقة للتاريخ أول مرة أشوف مؤسس شركة ويتكلم بهالعفوية بدون تزيّف ويسوي نفسه عالم ذره,سوالف بزنس مع مشهور الدبيان,1
"مشي العصر 
نناقش فيه قضايا تأسيس إسرائيل ومشاكل الدول العربية",Bidon Waraq | بدون ورق,1
"مصرفي من الطراز الأول، الحلقة تخليك تعرف ليش القيادة تمسكت بمعاليه في فترة ""شمس شارقه"" وحديثه عن فترته القصيرة في وزارة الصحة والحادثة تفتح",سقراط مع عمر الجريسي,1
"مصطلحات محمد البيزز تتفوزززز😭😭
مالها مثيل وطبعاً سرده للقضايا لا يعلى عليه يشدك للقضيه لين تسمعها كلها ♥️♥️",جناية,1
مصمم تجربة مستخدم واحد شغوف عقليته تحليلية و متخصص يفترض يقدر ينقل التصميم نقلة نوعية وتأثيرها ملحوظ 👌,كواليس,1
مطحس قتل جو المقابلة والا كان الاسترسال عند ابو حمد كلام ثاني والمذيع مانجح لاختلاف بيئته عن بيئة البداوة,ذا قال,1
مطحس مايحتاج تكتبون جنبه  دوسري خشته باينه,ذا قال,1
مطحس 😂,ذا قال,1
مطلوب حلقة عن: اقتصاد مصر والاخبار المتداولة حول ضخ صندوق الاستثمارات العامة فيها,جادي,1
مطلوب في مكتبة أبل فِتنس بلس الصوتية,امش مع,1
"مطوّل الغيبات جاب الغنايم😌
نهاية الموضوعين مُرضيه وكافيه ومشبعه للفضول 🙂‍↔️",رابط تشعبي,1
مع إني من حزب الشاي، لكن هذي الحلقة جميلة جدًا,فنجان مع عبدالرحمن أبومالح,1
مع إنّي أحاول أخفف التعليق على إنتاجات ثمانية والبحث عن محتوى جديد في البودكاست، لكن هذه الحلقة والضيف مميزين ويستاهلون التعليق والإعجاب و,سوالف بزنس مع مشهور الدبيان,1
مع اتفاق الاقتصاديين على عدم جدوى التحكم بالأسعار إلا أن الناس ودها فيها. هذي وحده من الاشياء اللي خلتني أحب الاقتصاد، انه ما يهتم وش تقول، ا,جادي,1
"مع احترام للاخ ابو سعد 
لا يجيد دور المحاور",ذا قال,1
مع احترامي الشديد حاب اعرف ليش يقول أعسال  مع كل الاحترام كبير فالسن ومصّر يقول اعسال 😅,سوالف بزنس مع مشهور الدبيان,1
مع احترامي الشديد للضيف الكريم الا انني استغرب اختصار الوضع السياسي للعرب في عصور الجاهلية وما قبل الاسلام بدولتي المناذرة والغساسنة وتجاه,بدون ورق,1
مع احترامي الكبير الصادق لجميع الدول فالعالم لكن السعودي والله غير في (الفزعه).,فنجان مع عبدالرحمن أبومالح,1
مع احترامي ضيفكم ما يدري وين ربه قاطه وعايش حياة المؤمرة  اذا يقدر يجاوب لو ان الذهب افضل ليش تركوه ولو انهم مجرمين وما يهتمون ليش عندهم احتي,فنجان مع عبدالرحمن أبومالح,1
"مع احترامي لشعراء العرضه ما اقول ان 
عبدالواحد شاعر العرضه الاول لكن عبدالواحد مميييز جدا جدا ولا يشبه ولا احد يشبهه احد",ذا قال,1
مع احترامي لكم لكن تطبيقكم واجهته قبيحة ومؤذية للعين ولكم ١٠ ايام مانزلت الحلقة في سبوتفاي الاحتكار هذا بيخرب عليكم,جادي,1
مع التحديث الجديد روعة 😍,مرتدة,1
مع الحلقة الأخيرة تأكدت عندي القناعة : صفر تعاطف مع ضحايا هالنوع من الاحتيال,احتيال,1
"مع الفجر حتى لو قالو معلومة تعرفها ، بتلاقي نفسك متحمس وتستمع بإنصات كأنها جديدة🎧🤍..

الله يكثر الحلقات اللي تعزز الفخر و السعادة🇸🇦♥️",الفجر,1
مع المشي مع ابراهيم تشجعت اكثر اني ابحث عن شغفي الي يأثر على كل اختياراتي في الحياه وقد ايش بيكون الامر ممتع جداً ، تأكدت اكثر ان الشي الشاق ا,امش مع,2
مع المشي مع ابراهيم تشجعت اكثر اني ابحث عن شغفي الي يأثر على كل اختياراتي في الحياه وقد ايش بيكون الامر ممتع جداً ، تأكدت اكثر اني شي الشاق ال,امش مع,1
مع ان مر عليها سنتين ولكن حَلقة مش حتكرر في AB !,#ABtalks,1
"مع اني غير مهتم بشكل كبير في رزدنت ايفل لكن جذبني الموضوع، حلقة رائعة شكراً مازن وشكراً ثمود.
الله يرحم رياض ويغفرله ويجعل مثواه الجنة.",رابط تشعبي,1
"مع اني ما احب رزدنت ايفل لكن سمعت الحلقة حماساً للموضوع، جميلة جداً الحلقة وفيها كم بلوت تويست حلوه.
ثمود ومازن تيم عظيم، الله عليكم.",رابط تشعبي,1
"مع بداية العام الدراسي الجديد؛ مهم تسمع هذه الحلقة وتشاركها مع أولياء الأمور.
لأنها تتناقش مع مفترسين وضحايا، عن ظاهرة كلنا نعرفها، وأغلبنا",أصوات,1
مع قرب المهرجان زاد الشغف للتعلم اكثر وفهم عالم الإبل الغني جداً ..⭐️,1949,1
مع كامل احترامي و اعجابي بثمانية… بس معليش ابغى افضفض عن بودكاست الفجر شوي🤷🏻‍♂️😅.. لأني قررت ان هذي اخر حلقة اسمعها من بودكاست الفجر... ل,الفجر,6
مع كامل احترامي؛ خمسين دقيقة كثير الله أكبر يا خورخي لويس، عشر دقايق المفيدة والباقي سواليف,امشِ مع,1
مع كامل الاحترام لشخصه ، لكن بندر المشرافي لا يصلح ان يحلل او يتكلم في المباريات ، يعيد الكلام او كلام كثير بدون اي فائدة ،,مرتدة,1
مع كامل الحب والاحترام لخالد عون اللي احبه واتابعه من قديم لكن الحلقه ذي مزعججه بشكل كبير والسبب مداخلاتك الغير مفهومه والمزعجه,ذا قال,1
مع كثرة تجارب الضيف، إلا أن مبادئ أساسية مثل بر الوالدين، ودفء الأسرة كانت حاضرة،  بارزة، كانت الأجمل.,سقراط مع عمر الجريسي,1
"مع كل حلقة للفجر اكتشف اني اعتزلت كل مصادر الاخبار ..
خصوصاً مع ميزة تغير الغلاف فالتطبيق🙂‍↔️ صرت استثقل اروح اشوف صور الخبر او اي شيء يخصه",الفجر,1
مع محدودية الفرص الجامعية المتاحة لخريجي الثانوي .. ياريت صانعي سياسات العمل في الحكومة والقطاع الخاص يطلعوا على التجربة الألمانية ورئيس دو,جادي,1
مع نزول الحلقة سقط الكلب 🎉,الفجر,1
"مع نزول الحلقه سقط 
وتغيير عنوان الحلقة خيالييين ياثمانيه",الفجر,1
"معاكم عميد الكباتن جابر المطيري في مجال التوصيل ٢٥سنة اكثر من ٣٠الف رحله في تطبيقات التوصيل 
تطبيق كيان هو حاليا الافضل و اقل نسبة و فايدة لل",سوالف بزنس مع مشهور الدبيان,1
معالي م.فهد مدرسة في الإنجاز والتطوير مع خلق عالي حلقة متميزة,سقراط مع عمر الجريسي,1
"معاناة التقنيين مع منصات مثل Medium وغيرها في عدم دعمها للمحتوى العربي كان مسبب لنا أزمة. نشكر ثمانية وفريقها على حل هذه المشكلة. 

لكم كل الدعم",فنجان مع عبدالرحمن أبومالح,1
معاي انتا,فنجان مع عبدالرحمن أبومالح,1
معبر رفح أصبح أشهر من اسم المدينة نفسها!,الفجر,1
"معجب جدا بهذا المنتج ، من اكثر برامج ثمانية التي أشاركها مع الاسرة والأصدقاء 

شكرا لكم",جادي,1
"معجبة و فخورة جداً بعقلية مثل الدكتور عماد رشاد عثمان، طريقة  توصيل الأفكار بلغة جميلة و سلسة و مرجعها دينيي و ثقافي عربي جميل. 
قرات الكتاب و",فنجان مع عبدالرحمن أبومالح,1
معذورين في تأخر النشر .. الفيديو وجودة المحتوى تشفعان لكما ..,جادي,1
معرف ليه حسيت انه الحلقة ماهي واضحة مع العلم الضيف اتابعه في تويتر محتواه جداً رائع,فنجان مع عبدالرحمن أبومالح,1
معرفة  ملهم٦ شكر ربي يعطيكم٨ العافي٦ يارب  يمديكم  بعلم  الحمدلله,فنجان مع عبدالرحمن أبومالح,1
معقوله شركه ثمانية ابتدت بالصدفه,Bidon Waraq | بدون ورق,1
معلق,فنجان مع عبدالرحمن أبومالح,2
معلق مايشتغل,فنجان مع عبدالرحمن أبومالح,1
معلوماااات كثيرة والسرد رائع للتفاصيل والضيف جاي وهو يعرف شنو المعلومات الضبابية عند الناس ووضحها بإجادة,سوالف بزنس مع مشهور الدبيان,1
معلومااات كثيرة والسرد رائع 👋🏻,سوالف بزنس مع مشهور الدبيان,1
معلومات الحلقة جيدة للمبتدئين أو اللي عندهم نية يبدأون التمرين لكن كان لازم يتم التنويه في بداية الحلقة إنها للرجال فقط.. ولا معلومة كاملة و,فنجان مع عبدالرحمن أبومالح,1
معلومات ثريه,جادي,1
معلومات ثمينه جدا صراحه,على البنش,1
معلومات حلوه جديدة علي في هالمجال ✨,يلانحكي,1
معلومات حلوه ومختصره👍🏼,أشياء غيرتنا,1
معلومات قيمة,فنجان مع عبدالرحمن أبومالح,2
معلومات مغلوطة للأسف في عدة مواضيع اتمنى عدم نشر الحلقة 🤷🏻‍♂️,فنجان مع عبدالرحمن أبومالح,1
معلومات و طريقة عرض ممتعة,Radiolab,1
معلومة ان بريطانيا استعمرت أو استعملت اثيوبيا هذي جديدة علينا وأرجو انكم تتأكديو من صحة المعلومات قبل نقلها,الفجر,1
معلومة جانبية سمعتها في حلقة جورج صليبا في فنجان—  ذكر فيها أن إمبراطور بيزنطي أتى لعبدالملك بن مروان يهدده بمنعه من العملة البيزنطية لأنه,جادي,1
معلومة جانبية سمعتها في حلقة جورج صليبا في فنجان— ذكر فيها أن إمبراطور بيزنطي أتى لعبدالملك بن مروان يهدده بمنعه من العملة البيزنطية لأنه ي,جادي,1
معلومة ظريفة: أول جيل أتيح لنا نسوي له مقابلات مفصلة. والمقابلات لهالجيل والأجيال اللاحقة كلها رهيبة. هنا مقابلة العم إحسان كانت ساعة وربع،,undefined,1
"معلومة ظريفة: الرسالة بالأخير هي أول تواصل بيني وبين الشيخ ثمود في ٢٠١٩، والي قاد لأننا نشتغل مع بعض على أشياء غيرتنا وعلى ما جاء بعدها.
بطبي",undefined,1
معلومة ظريفة: كنا يائسين من فكرة أننا نطلع بمقابلة مع أحد من هذا الجيل، بحكم أن أصغرهم في تسعيناته، بس وعد المقاطي يعطيها العافية جابت مقابل,undefined,1
معليش بس ليه وقفتوا تنزلون,رابط تشعبي,1
"معليش حقكم علي اولاً ،
١-  الالمنيوم اكثر ضرر على الصحة بكثير من البلاستيك .
٢- عمليات التصنيع للالمنيوم قذرة بشكل موب طبيعي . 
٣- البلاستيك ملي",جادي,1
معليش، الثوب بسحاب هو زيادة في جودة الحياه,Mstdfr | مستدفر,1
"معن عشقي ما يختلف عليه اثنين، ولو إن بعض الأسئلة السطحيّة أخذت وقت ولا قال اللي عنده، تبقى حلقة جيّدة.

عنّه وعن سوق فينتشر اللي استثمروا بكث",بترولي,1
"معياري في اختيار التطبيق هو : ( الأقل سوءا ) ، اعتقد العميل صار يهتم لجودة الخدمة ،  اكثر من منافسة السعر .
التطبيق الجديد والمنافسة الشرسة راح",جادي,1
"مفاجأة ثمييييييييييينه 😻
سمعت جادي ❌
شفت جادي ✅

موضوع الحلقة مُعقد نوعاً ما و احتاج مني وقت اطول لاستيعابه وفهمه.

-

ماكنت مهتمه لإضافة ال",undefined,1
مفاجاة ليا كبيرة ان ارامكس شركة عربية كنت أتوقعها أمريكية شخصيا أتعامل معاها اسبوعياً وخدماتها ممتازة جدا وأسعارها منافسة وسعيد بكونها عرب,فنجان مع عبدالرحمن أبومالح,1
"مفروض برمضان بودكاست يومي مع هالزحمة بالرياض إذا جاء العيد خذوا إجازة . 

واتمنى من الموظفين المحترمين ما يدعون علي برمضان على هالاقتراح 😁",فنجان مع عبدالرحمن أبومالح,1
مفروض تصير 3 ساعات عشان تشبع فضولنا.. ويالله,فنجان مع عبدالرحمن أبومالح,1
مفروض في صفحة بالتطبيق خاصه بالمشتركين للوصول لمزايا الاشتراك بشكل أسرع!,فنجان مع عبدالرحمن أبومالح,1
مفروض فيه اشتراك إضافي تدفعه و تشوف الموسم كامل دفعه وحده ، كل افكر وين بيوصل التحقيق !!,احتيال,1
مفروض يكون فيه فيديو للمشاهدة! شنو لزمته الإشتراك 😅,فنجان مع عبدالرحمن أبومالح,1
مفيد ان الواحد يتذكر دائما ان كل شركة مهما سوت ووين ما وصلت، في النهاية لها وقت تختفي فيه.,إذاعة مُختلِف,1
مقااالة جميللة,نشرة أها!,1
مقااالللة رائعة,نشرة أها!,1
"مقابلة إبراهيم حميدي راائعة ومختلفة

حلقة مهمة.",الفجر,1
مقابلة رائعة,Unconfuse Me with Bill Gates,1
"مقابلة رائعة مع ضيف اروع. 
انصح بمشاهدة هذه الحلقة للتخطيط الصحيح لهذه السنة المليئة بالانجازات والنجاح",بودكاست مربّع | مع حاتم النجار,1
مقابلة رائعه وكلام جميل وتفاصيل أكثر من مبشرة لمستقبل المنطقة ولكن! انا مستغرب بأن مقابلة الأمير اكثر من ثلاث ساعات ولم يتطرق أبداً لمحافظة,فنجان مع عبدالرحمن أبومالح,1
"مقابلة شيقة ومعلومات ممتازة  
الضيف لا يمكنه إخفاء الإعجاب بروسيا في بعض الأحايين 
وكذلك لم يستطع اخفاء انزعاجه من الثورات العربية",فنجان مع عبدالرحمن أبومالح,1
مقابلة مع زاك سنايدر وبعدها انتقاد *جلد* لفلمه الاخير🤣❤️,Kermode & Mayo’s Take,1
مقاطعات الجريسي مستفزة ، للاسف تمنينا طلعنا بإجابات اوضح لبعض الاسئلة,سقراط مع عمر الجريسي,1
مقالة جميلة,نشرة أها!,2
مقالة جميلة,نشرة إلخ,2
مقالة جميلة <@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,نشرة أها!,1
مقالة جميلة وهذا انا من جدة,نشرة إلخ,1
مقالة جميللة,نشرة أها!,1
